4932;aliciahill@walker.net;Meghan Fletcher;73;880.28
265;emorris@hubbard.com;Angela Norton;46;814.36
4199;hmorrison@yahoo.com;Alicia Sawyer;82;496.43
858;hhoward@palmer.com;Michael Norris;68;780.48
2100;michaelhardy@gmail.com;Kathleen Dillon;86;807.48
4727;matthewsanchez@dennis.com;Chris Wright;77;928.26
2882;annajenkins@hotmail.com;Jacob Davis;33;724.46
1383;bentonsandra@sullivan.com;Scott Santiago;94;698.37
3969;qstewart@scott.com;Jeanne Zimmerman;20;428.36
3636;lynchashley@burgess-eaton.com;Kristen Johnson;88;254.43
4562;riversjoseph@schneider-hebert.com;Dawn Neal;70;930.46
3251;snyderangela@gmail.com;Melanie Odonnell;36;771.67
2202;peter37@shepherd-gutierrez.com;Gina Sutton;98;985.82
943;brenda67@moore-scott.net;Brenda Yu;40;338.85
640;umartin@yahoo.com;Beth Norris;28;679.79
1606;jennifermartinez@hotmail.com;Shane Warner;88;466.01
3370;eric05@gmail.com;Andrew Brown;17;209.93
4297;rileyrobert@bentley-williamson.info;Marcus Juarez;37;509.76
1301;fernandezmichael@webb-franklin.com;Dr. Melissa Saunders DDS;84;445.38
1569;annettebonilla@gmail.com;Aaron Torres;16;276.35
2140;christopher43@hotmail.com;Heather Ford;25;955.31
4647;luisanderson@lopez.org;Carrie Dillon;47;171.21
1591;scott59@perez-ramos.com;Gwendolyn Dean;45;714.93
2259;cruzdavid@kemp.info;Joseph Miller;98;157.96
2100;kimberly68@huffman-jones.org;Dominic Smith;82;5.31
2846;marymorrison@soto.biz;Chad Gallegos;31;378.55
712;christopherperry@rush.com;Steven Young;67;848.53
1583;caitlin75@carey-rodriguez.com;Jose Martinez;17;592.68
86;jclark@ward.com;Caitlin Smith;62;997.57
3103;wendywaller@barton.com;Kenneth Rivera;91;659.34
3913;stephensmary@smith.com;Kimberly Cooper;61;775.26
2112;garrettmay@gmail.com;Elizabeth Fischer;60;780.67
4990;matthew76@yahoo.com;Elizabeth Madden;69;192.52
4537;jerryberry@gmail.com;Christian Ramsey;41;684.11
4346;alicia99@watson-smith.com;David Stewart;69;533.74
1448;vasquezmark@davis-miller.org;Jonathan Monroe;83;979.04
2011;petersonhannah@hotmail.com;Kimberly Barron;77;685.52
3529;kelly88@gmail.com;Barbara Parks;40;246.25
469;thomasryan@carroll.com;Kevin Carter;27;859.42
1822;joseph45@ramirez-santiago.org;Derek Hayden;63;590.69
273;kochchristopher@castro.net;Jason Reyes;37;911.27
4169;mnash@yahoo.com;Stephen Aguilar;75;200.11
2828;judithperkins@yahoo.com;Eric Smith;38;452.52
3572;johnsondaniel@yahoo.com;Julie Reeves;29;945.93
281;april43@johnson.com;Scott Ruiz;73;249.61
3973;wilsonkatrina@gaines.org;Tracie Bender;26;145.68
1684;jamiehale@yahoo.com;Julie White;19;540.5
353;eatonronald@oneal.com;Mr. Charles Newman;87;743.73
1776;donna66@howe.info;Christine Reese;96;360.65
1331;mathew77@dennis.com;Nicole Johnson;58;412.68
4573;kimberlythomas@yahoo.com;Gabrielle Fox;53;2.24
602;sreed@sullivan.com;Beth Griffin;21;351.12
2590;wmorrow@gmail.com;Debra Church;44;467.49
746;harpermichael@hotmail.com;Michael Taylor;32;800.73
194;ljohnson@yahoo.com;Corey Rose;44;919.56
2670;drakealicia@lee.net;Amy Bolton;92;420.94
1623;mtaylor@hotmail.com;Andrew Gonzalez;50;51.3
1145;carol46@hotmail.com;Connie Swanson;82;204.85
1233;jonesevan@hotmail.com;Jacqueline Goodwin;100;81.62
3689;brent69@hotmail.com;Kyle Dixon;82;831.92
1562;zcole@bryant-baker.org;Rachel Duran;81;532.54
4951;sabrina78@murphy.com;Kristi Parker;82;625.35
1176;kathyheath@hotmail.com;Colin Cook DDS;17;81.55
2402;michael38@thompson.info;Nicole Johnson;57;430.25
4901;joellin@hotmail.com;Lydia Lewis;58;215.03
4162;glennlane@gmail.com;Scott Ramirez;53;369.34
304;rogerduarte@yahoo.com;Kristy Johnson;78;469.68
2785;katelynalexander@hotmail.com;William Ellison;58;413.38
390;john44@collins.org;Nicholas Scott;89;223.78
4686;afreeman@wang.com;Michael Williams;36;233.87
4618;msalas@rodriguez-morse.com;Joseph Guerrero;71;238.94
4028;dixonpeter@matthews.com;Nancy Whitney;58;371.71
4445;robertlopez@hall.org;Sherri Jones;27;114.3
4336;robert45@smith.com;Jeff Pearson;79;411.01
4328;rodriguezgeorge@yahoo.com;Anthony Rivera;35;501.96
500;kparrish@yahoo.com;Jeremy Nelson;59;560.75
2153;hschultz@ford.org;Frederick Parks;25;766.76
1717;hancockemily@gmail.com;Deborah Melton;72;936.39
2492;heather41@hotmail.com;Melissa Fritz;57;86.5
3969;bob44@gmail.com;James Bennett;36;158.35
2105;jeffreyhill@mullins.net;Jill Mitchell;77;183.57
1260;aliciamassey@hotmail.com;Damon Smith;21;147.84
1915;danielmills@wells.com;Nicholas Robinson;15;679.7
4649;andrewgraham@valencia.com;Ashlee Hoffman;50;459.2
2810;gevans@hotmail.com;Jessica Fox;53;123.17
1710;johnstoncorey@landry.info;Michael Malone;75;244.42
2027;reyesstephanie@hotmail.com;Scott King;35;291.29
1542;davidespinoza@guzman-hernandez.com;Betty Burke;74;438.59
261;ncohen@hotmail.com;Jennifer Butler;33;323.14
377;yvonne63@hotmail.com;Sarah Clark;70;846.25
2692;fbaxter@gmail.com;Ian George;29;27.04
3472;dickersonmarcus@coffey.com;Brooke Walton;81;282.59
4800;stephanie25@boyer-smith.biz;Ricky Fernandez;39;155.74
3202;james34@hotmail.com;Casey Burton;42;435.58
2877;kennedylauren@gmail.com;Brandy Reynolds;57;591.86
2145;linda86@charles.com;Christopher Vargas;51;542.99
100;ronnie97@mack.com;Dominique Ferguson;73;796.24
1563;lwhite@castro.net;Susan Woodard;22;228.78
2444;jeffreyphillips@elliott-johnson.com;Miranda Jackson;68;928.5
1364;josephduran@hotmail.com;David Bradley;72;626.97
1923;elizabethbarrett@benitez.com;Kelly Ingram;91;803.4
2012;jessica22@hotmail.com;Carol Shields;23;549.48
1644;andersoncarl@wade.com;Michelle Johnson;28;309.63
3033;yorkwilliam@maxwell.com;Cody Jackson MD;59;16.5
155;murphymorgan@hotmail.com;John Miller;27;110.69
3571;anthonymay@gmail.com;Karina Colon;96;782.82
2647;markcarpenter@gmail.com;Karen Jones;27;130.93
3463;zstrickland@hotmail.com;William Bennett;49;125.74
4676;morrisonmegan@brooks.com;Emily Thomas;79;649.19
2161;jeff58@garcia-scott.net;Tracy Sanchez;95;998.76
2567;younglogan@gmail.com;Albert Palmer;34;153.91
3101;kbradley@hotmail.com;Tracy Evans;25;221.61
3373;robbinslisa@yahoo.com;Erika Weiss;15;274.94
719;ballardtodd@hotmail.com;Renee Hunt;35;526.41
1217;glenn85@gmail.com;Joshua Rhodes;60;978.78
4280;dale86@peterson-king.net;Denise Clark;31;792.93
3805;elizabeth49@martin-scott.com;Victor Montgomery;42;161.39
140;harrisrebecca@yahoo.com;Thomas Martinez;66;14.23
4390;victoriapatrick@gmail.com;Danielle Sharp;34;726.65
2204;travis01@hotmail.com;Kevin Chapman;93;528.81
1945;brownmegan@smith.info;Dana Owens;42;310.36
4736;alejandrocarlson@yahoo.com;Jennifer Johnson MD;57;257.66
2463;kellygonzalez@nunez.org;Beth Summers;90;955.47
1115;byrdcole@gmail.com;Heidi Patterson;58;512.15
641;calvin59@hotmail.com;Benjamin Cohen;19;639.51
2708;heather11@gmail.com;Mrs. Jennifer Garcia;84;846.02
823;randolphjohnathan@ramirez-phillips.info;David Williams;90;124.37
1121;whiteeric@galloway-stark.com;Lisa Ross;66;766.52
2128;mreynolds@harris-clayton.org;Brandon Morales;51;60.04
4804;hillchad@gmail.com;Sherri Walsh;80;935.04
4258;hodgekevin@gonzalez.com;Jason Kennedy;36;612.81
654;cjones@gmail.com;Debra Jones;36;328.42
131;joneskimberly@wood.com;Scott Butler;27;249.66
4535;dobrien@crosby-martin.biz;Carl Rosales;26;196.74
29;allenangelica@hansen.com;Jose Murphy;70;510.18
698;lindseyramirez@wilson.biz;Helen Valenzuela;19;120.82
3061;katelyn02@gmail.com;Brooke Patel;86;201.49
3009;paul25@gmail.com;Lori Wiggins;75;43.73
4720;rodriguezbrittany@yahoo.com;William Ramsey;56;637.58
704;savannah46@valdez.net;Paul Mercado;46;473.76
3320;yyu@hotmail.com;Brent Armstrong;43;381.45
648;amy85@yahoo.com;Brian Mitchell;85;257.37
124;shall@yahoo.com;Angela Allison;18;942.05
4315;seanbenjamin@hotmail.com;Savannah James;54;60.25
364;orussell@hotmail.com;Sean Gomez;82;908.35
4038;tamara90@jennings-rodriguez.com;Mr. James Peterson;68;154.47
2592;tyler81@jackson.com;Brianna Hill;46;78.33
3824;normanronald@hotmail.com;Nicholas Ramirez;37;566.85
3503;amarquez@duffy.com;Colleen Garcia;48;802.26
3075;joseph30@ali.biz;Matthew Webb;85;22.97
842;kimberlybryant@joyce-gardner.net;Charles Curtis;80;218.73
2242;hillbeth@gmail.com;Melissa Thomas;65;345.91
660;sberry@gmail.com;David Phillips;22;685.11
4635;eric51@wilson.com;Larry Edwards;46;873.94
3166;erin39@steele.com;Terri Simmons;29;236.32
4931;cfields@wallace-robinson.org;Courtney Fuller;20;761.77
3928;wendyedwards@daugherty-livingston.com;Mary Wilson;65;669.57
4295;gary86@hotmail.com;Amanda Anderson;97;766.59
1523;sandraromero@moran.org;Daniel Burke;88;767.97
1661;lsteele@yahoo.com;Lisa Braun;49;667.87
444;dwest@hotmail.com;Reginald Cook;88;762.66
1964;maria48@gmail.com;Heather Blankenship;57;185.14
3255;christinamahoney@gmail.com;Brittany Horn;32;530.25
3444;whoward@gmail.com;Robert Frost;93;790.52
3134;meganwhite@yahoo.com;Crystal Young;24;87.47
4516;cmccarty@oneal.info;Robert Wilson;60;34.98
4303;timothy57@barnett.com;Michael Arellano;54;258.99
3132;wilsonlisa@hotmail.com;Michele Smith;75;122.07
287;daniel92@gmail.com;Shelley Baker;27;933.33
1789;roberto98@pace.com;Kathleen Wright;65;368.04
141;christinasimmons@butler-robinson.com;Natalie Ward;87;692.15
2585;linda03@walton.com;Linda Lambert;58;527.34
2330;philiplopez@hotmail.com;Brandi Figueroa;46;766.92
1863;nmiles@ochoa.com;David Neal;92;556.25
1367;bernardandersen@yahoo.com;Robert Stuart;55;53.23
1548;nicholasharris@burns.com;Michelle Wall;25;67.82
2482;grussell@gmail.com;Zachary Rogers;55;309.94
1605;kjohnston@yahoo.com;Dan Martin;41;57.21
4927;sawyermorgan@gmail.com;Jacob Leblanc;89;568.65
1003;manuel28@simmons.com;Heather Burgess;56;152.7
2949;onealbrady@montoya.info;Bryan Berry;29;39.5
674;kenneth81@peck.biz;Troy Washington;50;705.38
2309;christina82@pratt.com;Evelyn Stokes;39;697.95
4333;smithderek@gmail.com;Ray Shaffer;100;257.65
615;christinasmall@gmail.com;Chris Fowler;54;589.22
4245;dawn96@yahoo.com;Elizabeth Lindsey;99;967.26
125;edward54@hall.info;Clinton Byrd;46;920.03
1398;thomasharris@hotmail.com;Deanna Miller;26;846.38
1523;elizabeth12@bowen-johnson.biz;Joshua Wade;88;178.26
4618;melissa63@valenzuela-oconnor.com;Emily Gaines;58;75.47
516;westjamie@yahoo.com;Joseph Terry;100;724.36
4491;smorales@hotmail.com;Zachary Moses;84;518.8
3924;langemily@andrade.com;Patricia Suarez;17;11.42
3000;andrewmaddox@gmail.com;Melinda Gibson;58;647.1
203;perezchristina@pruitt.org;Mrs. Kimberly Frazier;41;179.89
740;brian96@hotmail.com;Scott Mills;94;264.92
126;robinsonkathy@gmail.com;Stephanie Hernandez;73;731.83
269;youngcarrie@gmail.com;Miguel Calderon;100;124.21
4132;balldean@hughes.com;Kyle Woods;68;210.05
3418;onixon@browning.biz;Eric Alexander;59;153.64
1853;allison38@doyle.biz;Julie Hebert;57;638.44
1677;acuevas@phillips.org;Brittany Kim;72;188.68
3740;rossalexander@thomas.org;Summer Merritt;51;903.61
2343;daniel24@rivera.biz;Darrell Mills;99;794.8
1024;nancy72@johnson.com;Timothy Hickman;34;703.05
4137;jackjohnson@yahoo.com;Andrea Smith;93;629.79
2818;kristaanderson@stewart-foster.biz;Amanda Gentry;48;437.5
4383;madisongriffin@yahoo.com;Carolyn Taylor PhD;69;458.38
911;jacquelinecox@hartman.com;Brian Brandt;69;716.64
4071;milleramy@hotmail.com;Reginald Crane;67;423.23
3940;adamconner@casey-anthony.com;Margaret Burns;62;730.0
2810;tracybowers@hotmail.com;Victor Gray;40;891.28
1027;jwhite@hotmail.com;Stephanie Hines;75;964.28
3762;gomezamy@phillips.com;Brian Cochran;69;555.48
1307;briangates@yahoo.com;Charles Ford;24;520.45
1108;carollopez@yahoo.com;Andrew Jones DDS;19;118.67
4773;josephshields@yahoo.com;Jennifer Kennedy;71;623.74
756;hernandeznicole@gmail.com;Kyle Torres;94;284.19
2264;perezgloria@gmail.com;Sara Martinez;71;970.72
2954;angelica52@yahoo.com;David Harrington;40;342.97
867;buchananjennifer@zavala.com;Kelly Tate;70;448.39
3466;brice@miller-brady.com;Heidi Alexander;82;588.06
2157;fcruz@hotmail.com;Rebecca Wright;39;171.32
3401;michaelbush@nolan.com;Jennifer Edwards;59;871.25
4156;josephyoung@sanchez-freeman.biz;Guy Garcia;81;227.64
12;nicholasmiller@gmail.com;Tracie Martin;66;327.36
3935;nhughes@crawford.biz;Robert Wiggins;94;942.62
4338;floreskara@hotmail.com;Erin Lopez;38;392.65
1775;fgonzales@bailey.com;Maria Williams;24;253.45
3559;joshua66@gmail.com;Richard Anderson;85;155.1
4160;gwallace@hotmail.com;Cassandra Morris;94;878.58
3101;matthew87@webb.com;David Duncan;22;999.6
4240;cwilliams@reyes.biz;Dustin Kane;86;953.38
67;burnscharles@hotmail.com;April Petersen;47;207.63
574;omurphy@woods.com;Amanda Morgan;86;269.0
1441;tiffany20@crawford-villanueva.com;William Edwards;61;378.13
1960;stevencarrillo@wheeler.com;Beth Cobb;49;280.75
1222;ashleylopez@ramirez.com;Paige Lawrence;20;322.75
4642;moodymichael@harrington-robinson.net;Patrick Ramos;22;401.72
4020;thompsonbilly@yahoo.com;Cassandra Castaneda;81;999.53
3428;fsimpson@murillo.com;Linda Gonzalez;67;712.99
4737;crystal17@perez.com;Christopher Booker;93;91.7
1431;isantana@hendrix.info;Carolyn Rogers;77;148.1
2260;emcguire@hogan.com;Jose Alvarado;82;278.62
403;jonesstacey@hotmail.com;Catherine Murphy;88;848.36
3897;burnettamanda@collins.biz;Roger Flores;43;130.49
4917;jacob26@moore.org;Phillip Allen;13;821.42
1191;joshua61@yahoo.com;Stacey Lee;23;934.73
851;tyler45@yahoo.com;Jonathan Kelley;39;613.48
3228;mcfarlanddanielle@yahoo.com;Jonathan Blackwell;36;712.68
2648;gregorypeterson@gmail.com;Bruce Johnson;53;529.95
2478;posborn@hudson-phillips.com;Annette Woodard;28;516.86
280;laura84@johnston.info;Angel Hart;83;607.38
1911;lortega@savage-ferguson.info;Mrs. Jennifer Perez;40;548.05
4634;stevensloan@coleman-shepherd.net;Brenda Montgomery;93;607.26
3571;donaldgonzales@zimmerman.com;Nicole Saunders;34;156.77
4943;hoodcaitlin@meyers-buchanan.org;Shannon Rush;17;992.96
266;patriciaowen@lowery-vang.com;Melanie Ortega;55;342.35
4987;destiny09@yahoo.com;David Dunn;19;559.62
1411;williamsjorge@liu.biz;Matthew Hodges;13;637.75
2602;gwendolynbennett@yahoo.com;Robert Lee;37;170.77
677;alvarezkatrina@hotmail.com;Kevin West;64;144.34
3761;fordcourtney@white.com;Jennifer Oconnell;13;222.46
124;warnertyler@gmail.com;Paula Phillips;37;528.83
3013;amycopeland@king.biz;John Meyer;64;247.57
1122;rmiller@leblanc.info;Juan Gonzales;51;553.64
4258;petersonalexandra@hart-thomas.com;Jacqueline Rodriguez;24;463.41
3883;orangel@hotmail.com;Wendy Williams;14;498.23
4365;christinabutler@gmail.com;Mary Delgado;36;247.12
2103;tweiss@blackburn-wolfe.com;Christopher Meyers;85;546.36
4320;williamsmichael@gmail.com;Alexandria Cunningham;34;392.84
2034;larseneric@watts.info;Michael Turner;66;128.73
3053;john22@gmail.com;Jonathan Rivera;38;775.01
2045;douglasstanley@moore-moore.com;Matthew Pierce;53;283.8
1213;fvaughn@hotmail.com;Tina Hammond;32;667.46
920;xburke@gmail.com;Matthew Green;34;604.88
1988;mckeechristopher@colon.biz;Roberto Marks;70;763.66
2811;anthonywoodward@gmail.com;James Fowler;37;400.26
363;alexander72@gmail.com;James Nelson;56;842.45
4159;alexandriagomez@keller-james.com;Leah Miller;29;139.75
3906;ninawells@lane.com;Stephanie Boyer;75;210.75
4817;laurendurham@yahoo.com;Joshua Francis;56;901.27
4777;ggeorge@gmail.com;Teresa Franklin;86;943.81
1764;lamjoshua@morgan.com;Barry Anderson;14;558.08
3581;lmiller@johnson.biz;Jacob Ferguson;96;28.2
1228;billy71@doyle.com;Dylan Mason;25;629.53
1935;johnny84@williams-johnson.com;Emily Hernandez;67;900.66
1043;benjamin76@moore.net;Michael Zimmerman;70;693.0
1619;ccarter@hotmail.com;Karen Jenkins;22;320.77
2860;ambervargas@hotmail.com;Jasmine Lynch;27;908.08
3920;tjones@black.com;Maria Harris PhD;63;8.2
2996;jamessmith@yahoo.com;Miranda Jackson;46;338.79
2881;brandonfernandez@gmail.com;Susan Rodriguez;64;23.47
3477;davidjohnson@yahoo.com;April Morgan;86;221.65
60;yhopkins@gmail.com;Taylor Lloyd;61;285.57
1654;kimmoore@gmail.com;Stephanie Wilkinson;60;674.9
1379;justin86@hotmail.com;Brian Taylor;87;301.69
2774;timothywyatt@gmail.com;Joe Houston;36;637.24
4457;yscott@gmail.com;Joanna King;71;675.36
157;rhondamiller@yahoo.com;Daniel White;70;713.99
1332;daniellehale@yahoo.com;April Barajas;25;565.73
800;carrie90@gmail.com;Deborah Hughes;20;365.74
1252;kochoa@gmail.com;Kimberly Turner;42;24.54
3343;courtney92@gmail.com;Lisa Pearson;33;470.66
2494;ybarron@gmail.com;Dale Hunter;45;56.16
49;murraymichael@porter-williams.com;Nicholas Snyder;30;239.96
1272;derek90@woods.com;Miss Nichole Richardson;53;57.51
1353;alexandermccullough@yahoo.com;Michelle Rivera;48;365.87
279;evelyn07@hotmail.com;Cody Burgess;31;911.15
3876;walkermark@gonzalez-johnson.info;Sharon Vazquez;67;872.35
2223;nsnyder@thompson-watkins.com;Courtney Cook;16;940.34
729;blee@yahoo.com;Stephen Potter;56;216.57
2279;juan03@gmail.com;Michelle Ward;37;413.86
1018;braychristina@duncan-stewart.com;Joseph Holden;90;600.98
925;jimmy93@gmail.com;Nicholas Burns;49;915.37
4867;andreagonzalez@hotmail.com;Jennifer Robinson;37;365.93
1179;jspencer@rodriguez.biz;Jonathan Mason;25;746.54
2073;howellparker@russell-harris.net;Kelly Martin;82;230.57
230;veronica22@wright-fisher.biz;Dr. Jacob Torres;24;815.36
1406;cuevasdylan@yahoo.com;Yesenia Joseph;36;795.1
3958;racheltaylor@herrera.com;Elizabeth Rogers;47;928.27
4508;vriley@mitchell.com;Debbie Atkinson;61;189.32
2078;xmitchell@johnson-carroll.com;Jennifer Green;58;479.06
3334;tammybutler@thompson.com;Philip Torres;68;409.89
1887;vicki97@rodgers.biz;Abigail Phillips;24;319.09
4983;margaret32@pope-gomez.com;Charles Martinez;93;492.3
2500;melanieevans@gmail.com;Cynthia Cummings;20;272.99
1682;gjimenez@hotmail.com;John Griffith;81;419.93
1026;calvin83@gmail.com;Amy Spencer;47;999.52
2951;bwillis@snyder.com;Stephanie Walters;78;788.6
1617;bentonjohn@hamilton.com;Lisa Jordan;22;318.13
468;rebecca46@yahoo.com;David Koch;86;91.62
4460;abell@torres-pearson.com;Anita Hobbs;29;996.47
1979;esparzaveronica@yahoo.com;Amanda Sanders;53;972.97
2248;thomasjames@hotmail.com;Cheryl Williams;90;19.49
2991;melissacollins@sanders.info;George Martin;57;564.84
557;davismichael@gmail.com;Kiara Watts;68;539.25
4717;thomassimmons@hotmail.com;Laura Arellano;64;874.0
822;christopher60@herrera-cruz.com;Glenn Howard;81;5.95
3069;cheryl17@curtis.com;Catherine Chen;83;406.17
1260;francis86@miller-mccoy.com;Joanna Walsh;82;720.54
226;kjacobs@robertson-conrad.info;Jennifer Wilson;48;38.77
458;paulmcneil@gmail.com;Philip James;85;859.35
745;martinrachel@giles.com;Kelly Watson;14;727.37
3565;whitekatelyn@lee.biz;Justin Hansen;38;178.21
645;martinstephanie@leonard.com;Lisa Brown;59;993.89
1136;bradley99@hotmail.com;Arthur Miller;38;3.17
4823;rellison@hotmail.com;Robert Bennett;30;254.73
2503;clarkkaren@jennings.com;Justin Conner;56;123.84
1199;hmontgomery@frank-singleton.biz;Andrea Goodman;74;361.89
2430;isutton@washington.com;Jessica Lester;20;12.83
3541;michelle44@gmail.com;Michelle English;28;346.59
1941;vasquezjesse@castro.biz;Nicole Davis;76;219.08
4660;karlmaynard@reyes.com;Sara Olsen;58;810.0
523;ulong@kennedy.info;Laura Sheppard;92;362.33
2895;sbowers@yahoo.com;Tonya Rangel;84;751.31
2966;kristinajones@yahoo.com;Amanda Fuentes;19;334.04
2794;wolfejessica@may.com;Laura Hanson;64;865.9
1983;marquezalyssa@gmail.com;Eddie Mendoza;36;798.29
4673;tony17@yahoo.com;Jacqueline Harris;24;891.49
934;nicholaswilliamson@brown.com;Dana Brown;58;809.15
1374;jacquelinejohnson@hotmail.com;Anthony Cook;89;273.75
3187;priceaaron@gmail.com;Paul Anderson;65;212.32
1663;stevenjones@norris.com;Stephen Gibson;69;191.46
3410;jacob39@suarez-yu.com;James Baker;80;803.81
3172;soliskaren@gmail.com;Kristopher Thomas;20;830.23
2745;zpierce@hotmail.com;William Alvarado;99;873.05
2112;maria63@long.info;Russell Zimmerman;58;822.91
1116;emily56@scott-walters.com;Crystal Garcia;19;819.46
3141;brownkayla@gibbs-contreras.org;Matthew Wells;31;221.93
2930;vfischer@gmail.com;Kathleen Gonzalez;48;116.68
2591;fmason@cain.info;Adrian Santana;80;519.52
1690;marywest@gmail.com;Anna Pollard;66;842.33
2528;osullivan@castro.info;Antonio Miller;67;990.22
4777;amyschmidt@gmail.com;John Miles;17;395.49
4001;hdalton@walker.biz;Toni Hall;48;698.63
3356;ochoavictoria@mitchell.net;Lisa Taylor;74;308.56
2204;patrickbaker@hotmail.com;Allen Brown;72;981.79
1094;amandajames@yahoo.com;Ernest Trevino;62;512.88
165;crystal36@yahoo.com;Heather Gilbert;39;704.83
4591;diana53@hotmail.com;Laurie Edwards;58;812.05
1919;gonzaleztiffany@yahoo.com;Mr. Bryan Wong DDS;24;990.39
233;bryanatkins@hotmail.com;Ashley White;43;432.85
3939;jessica61@williams.com;Mckenzie Walters;55;545.27
1662;alvin27@riggs-duncan.com;Daniel Reyes;92;17.88
426;alan10@gmail.com;Lorraine Mueller;95;526.26
3795;kray@rodriguez.com;Jose Simmons;30;931.81
1543;taylorrobert@yahoo.com;Brandon Williams;28;594.37
4103;barbara19@yahoo.com;Cindy Fisher;75;362.34
1966;ikelly@yahoo.com;Darin Mann;62;646.17
50;uhanson@yahoo.com;Anna Lane;19;910.85
4479;knighttracy@clark.net;Tracy Mcdonald;21;819.91
3896;rebecca37@hill-morris.com;Carl Collins;78;414.55
4105;james69@yahoo.com;Jillian Short;30;581.94
4077;isabellacooper@hatfield.com;Sandy Stone;31;568.97
1705;robert52@yahoo.com;Barry King;54;759.99
4885;martinjose@gmail.com;Heather Shepherd;63;808.51
3025;joshuaparker@cooke-martinez.com;Shannon Atkinson;46;753.17
1886;cindy77@blair-smith.com;Norman Martinez;13;655.51
4153;barbara39@yahoo.com;Amy Hutchinson;53;101.58
2461;zwebb@yahoo.com;Heather Evans;32;507.85
3870;josephswanson@yahoo.com;Lisa Foley DDS;86;798.92
4464;pgriffith@rogers.info;Robert Adams MD;22;22.8
2836;carla21@monroe-anderson.net;Shannon White;54;606.83
2119;stephen34@gmail.com;Isaac Mcdonald;98;472.82
2313;wobrien@miller.biz;Beverly Diaz;21;890.28
4359;ayalacharles@gmail.com;Katherine Evans;97;494.19
1889;znorton@yahoo.com;Jeanne Jenkins;81;694.87
956;leviruiz@hotmail.com;Jerry Richardson;71;931.51
2932;michaelfoster@yahoo.com;Gina Evans;52;207.55
3012;katherinecaldwell@coleman-brown.org;Lori Williams;44;963.82
494;fcasey@moody-day.net;Jessica Thompson;79;991.47
2551;michele55@richardson.biz;David Huffman;51;951.96
1828;jessicaknapp@yahoo.com;John King;54;811.21
2602;alvarezmatthew@zimmerman.com;Charles Jefferson;23;709.38
1911;hevans@yahoo.com;Cesar Valencia;43;282.97
3569;qwong@yahoo.com;Dominic Mcintyre;40;443.72
4202;frederickdavis@hotmail.com;Stephanie Miller;36;306.41
334;pamela82@robinson.org;Valerie Steele;64;913.41
3847;scott39@yahoo.com;Samantha Williams;62;312.6
3659;gbaxter@miller-clark.net;Kenneth Robbins;79;959.17
1026;suttonjason@hotmail.com;Scott Thompson;58;326.76
2598;watersallison@hotmail.com;Johnathan James;38;815.19
296;lisanguyen@barker.info;Kimberly Parker;96;719.87
4661;johnsonstacy@gmail.com;Brandon Serrano;62;925.85
1845;vjones@underwood.net;Holly Jackson;46;570.59
2963;marklarsen@wood.com;Emily Watson;28;8.53
1259;henrydyer@coleman.com;Sarah Buck;67;532.61
658;sandovalwilliam@martin.com;Thomas Harris;78;39.25
3759;lsalinas@hotmail.com;James Watson;74;971.35
3470;ann10@guzman.com;Matthew Wood;27;217.04
1955;qrodriguez@davis-strickland.com;Troy Hayes;55;227.77
